OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price
67122,WORKMANS TRAVEL CENTER,"I-540, EXIT 24 & SR-282",Alma,AR,735,3.37233333
67125,LOVES TRAVEL STOP #370,I-80 EXIT 234,Hubbard,OH,573,3.46566666
67126,PILOT TRAVEL CENTERS #366,"I-40, EXIT 85 CHRISTMASVILLE RD",Jackson,TN,435,3.509
67127,LOVES TRAVEL STOP #381,"I-65, EXIT 322 & CR-55",Falkville,AL,615,3.849
67129,PILOT TRAVEL CENTER #920,"I-70, EXIT 54",Colby,KS,525,3.634
67129,PILOT TRAVEL CENTERS #920,"I-70, EXIT 54",Colby,KS,525,3.649
67130,Pilot Travel Centers #473,"I-55, EXIT 248 & US-6",Channahon                               ,IL,290,3.499
67130,Pilot Travel Centers #473,"I-55, EXIT 248 & US-6",Channahon                               ,IL,290,3.359
67130,Pilot Travel Center #473,"I-55, EXIT 248 & US-6",Channahon                               ,IL,290,3.459
67130,Pilot Travel Center #473,"I-55, EXIT 248 & US-6",Channahon                               ,IL,290,3.599
67130,Pilot Travel Centers #473,"I-55, EXIT 248 & US-6",Channahon                               ,IL,290,3.399
67130,Pilot Travel Center #473,"I-55, EXIT 248 & US-6",Channahon                               ,IL,290,3.399
67133,LOVES TRAVEL STOP #365,I-80 EXIT 352,Wells,NV,835,3.71566666
67137,PILOT TRAVEL CENTERS #485,"I-80, EXIT 173",Winnemucca                              ,NV,966,3.77066666
67138,Kum N Go #0561,US-65 & SR-744,Springfield,MO,535,2.899
67139,LOVES TRAVEL STOP #383,I-71 EXIT 55 & SR-1039,Sparta,KY,415,3.749
67140,Maverik Country Store #5069,I-35 EXIT 133,Ellsworth,IA,320,3.09566666
67141,KUM & GO #0022,"I-80, EXIT 182 & SR-146",Grinnell,IA,320,3.19733333
67143,ALL AMERICAN STORES #7,US-30,Fort Wayne,IN,370,3.559
67149,HOOPS TRAVEL CENTER,I-39 & SR-21,Coloma,WI,395,3.18233333
67150,Maverik Country Store #5119,"US-30, EXIT 150",Ames,IA,320,3.08233333
67151,CASEYS #2523,"SR-163, EXIT 29 & SR-14",Monroe,IA,320,3.199
67155,PILOT TRAVEL CENTER #1219,"I-70, EXIT 61",Vandalia,IL,540,3.699
67155,PILOT TRAVEL CENTER #1219,"I-70, EXIT 61",Vandalia,IL,540,3.759
67155,PILOT #1219,"I-70, EXIT 61",Vandalia,IL,540,3.699
67158,GOLDEN GATE AUTO TRUCK PLAZA,"I-80 , EXIT 32",Sparks,NV,966,3.539
67160,LOVES TRAVEL STOPS #378,"I-77, EXIT 132 ",Ripley,WV,44,3.589
67160,LOVES TRAVEL STOP #378,"I-77, EXIT 132 ",Ripley,WV,44,3.621
67162,PILOT TRAVEL CENTERS #495,"I-80 , EXIT 201",Brooklyn,IA,380,3.78566666
67162,PILOT TRAVEL CENTER #495,"I-80 , EXIT 201",Brooklyn,IA,380,3.699
67163,LOVES TRAVEL STOP #358,"I-78, EXIT 23",Hamburg,PA,208,3.85733333
67164,FLYING J TRAVEL PLAZA #510,"I-15 , EXIT 188",Scipio,UT,835,3.689
67165,SOMERSET TRAVEL CENTER,"I-76 , EXIT 110",Somerset,PA,14,4.219
67166,Circle K #4705726,US-33,Carroll,OH,315,3.24566666
67167,LOVES TRAVEL STOP #372,"I-84, EXIT 374",Ontario,OR,982,3.689
67168,LOVES TRAVEL STOP #455,"I-70, EXIT 145",Ellis,KS,525,3.623
67168,LOVES TRAVEL STOPS #455,"I-70, EXIT 145",Ellis,KS,525,3.689
67169,JD ORANGEBURG,US-301/US-601/SR-4,Orangeburg,SC,135,3.34233333
67170,FAST TRACK #410,"I-10, EXIT 258",Madison                                 ,FL,20,3.749
67174,KWIK STAR #419,"US-218, EXIT 218",Charles City,IA,433,3.539
67175,KWIK STAR #428,SR-9,Cresco,IA,515,3.524
67178,KWIK STAR #701,US-63,Denver,IA,565,3.499
67182,KWIK STAR #817,US-52 & SR-24,Calmar,IA,565,3.579
67185,KWIK TRIP #385,SR-19/SR-3,Northfield,MN,451,3.499
67186,KWIK TRIP #424,SR-15 & CR-26,Fairmont,MN,425,3.399
67192,KWIK TRIP #464,US-63,Rochester,MN,515,3.54066666
67193,KWIK TRIP #609,SR-16 & SR-43,Rushford,MN,515,3.499
67195,KWIK TRIP #646,US-169 & CR-53,Blue Earth,MN,425,3.324
67196,KWIK TRIP #753,US-14 & SR-42,Eyota,MN,515,3.61566666
67200,KWIK TRIP #319,SR-13,Spencer,WI,395,3.47566666
67202,KWIK TRIP #328,US-53 & SR-95,Blair,WI,295,3.23733333
67204,KWIK TRIP #337,SR-65,New Richmond,WI,451,3.499
67206,KWIK TRIP #352,US-53,Chippewa Falls,WI,295,3.40733333
67207,KWIK TRIP #354,SR-26,Watertown,WI,420,3.37233333
67208,KWIK TRIP #363,US-14 & CR-O,Richland Center,WI,420,3.389
67209,KWIK TRIP #386,SR-64,Merrill,WI,395,3.499
67211,KWIK TRIP #392,SR-49/SR-23,Ripon,WI,582,3.39066666
67219,KWIK TRIP #455,US-8 & SR-27,Ladysmith,WI,295,3.27233333
67220,KWIK TRIP #456,"US-18/151, EXIT 79 & CR-PB",Verona,WI,420,3.579
67221,KWIK TRIP #457,"I-41/US-41, EXIT 116 & SR-44/SR-91",Oshkosh,WI,582,3.29066666
67223,KWIK TRIP #476,"US-53, EXIT 140",Rice Lake,WI,295,3.43233333
67226,KWIK TRIP #494,US-53 & SR-35,Onalaska,WI,515,3.33566666
67229,KWIK TRIP #740,SR-15,Hortonville,WI,582,3.509
67230,KWIK TRIP #750,US-14/US-61/SR-35,La Crosse,WI,515,3.299
67233,KWIK TRIP #807,US-10,Brillion,WI,582,3.36566666
67234,KWIK TRIP #847,SR-33 & SR-82/SR-80,Wonewoc,WI,395,3.499
67235,FLYING J TRAVEL PLAZA #507,I-35,Jarrell,TX,765,3.22066666
67237,OUTPOST TRAVEL CENTER,US-79 & CR-111,Minden,LA,745,3.13233333
67239,RELAY STATION,SR-1,Shreveport,LA,745,3.13233333
67241,RELAY STATION 3,SR-175,Frierson,LA,745,3.259
67242,SPEEDWAY #6940,"I-77, EXIT 85 & SR-268",Elkin,NC,65,2.859
67243,LOVES TRAVEL STOP #386,"I-40, EXIT 9 & SR-95",Lake Havasu City,AZ,910,3.92233333
67245,SPEEDWAY #4582,US-378,Conway,SC,205,3.089
67246,SPEEDWAY #7941,US-17 & SR-24,Jacksonville,NC,245,3.32566666
67247,CIRCLE K #4707512,"I-93, EXIT 47",Methuen,MA,170,3.799
67248,SPEEDWAY #6962,"I-40, EXIT 303",Garner,NC,177,2.92066666
67255,LOVES TRAVEL STOP #393,"I-55, EXIT 13",Mccomb,MS,620,3.239
67262,PILOT TRAVEL CENTERS #497,"I-20, EXIT 165",Lincoln,AL,615,3.199
67262,PILOT TRAVEL CENTER #497,"I-20, EXIT 165",Lincoln,AL,615,3.109
67264,CIRCLE K #4707016,US-1,Princeton,ME,170,3.88233333
67265,CIRCLE K #4707048,US-2,Lincoln,ME,170,3.73233333
67269,ONVO TRAVEL PLAZA - GOULDSBORO,"I-380, EXIT 13 & SR-507",Gouldsboro,PA,200,3.58566666
67271,KWIK TRIP #330,US-169 & SR-25,Belle Plaine,MN,451,3.379
67272,PILOT TRAVEL CENTER #922- TOWN PUMP,US-2 & SR-40,Columbia Falls                          ,MT,820,3.649
67273,LOVES TRAVEL STOP #396,I-26 EXIT 76,Newberry,SC,30,3.41566666
67274,KWIK STAR #790,"US-20, EXIT 275 & SR-13",Manchester,IA,335,3.56233333
67275,KWIK TRIP #481,US-61,Red Wing                                ,MN,451,3.324
67279,LOVES TRAVEL STOP #391,"I-74, EXIT 123",Saint Paul,IN,375,3.989
67281,PARKERS SURRENCY #208,US-341/SR-27 & SR-121,Surrency,GA,195,3.58566666
67282,RUTTERS #65,"I-81, EXIT 14 & US-11",Chambersburg,PA,70,4.399
67283,PILOT #4597,"I-40, EXIT 258/SR-53",Gordonsville,TN,460,3.24566666
67284,LOVES TRAVEL STOP #390,"I-80, EXIT 179",North Platte,NE,475,3.45566666
67285,CASEY'S #4504,"I-35, EXIT 159 & CR-C47",Dows,IA,433,3.299
67292,LOVES TRAVEL STOP #304,"I-59, EXIT 174",Steele,AL,615,3.989
67293,KWIK TRIP #367,SR-33/CR-A,Fox Lake,WI,582,3.24566666
67294,MAPLEFIELDS,"I-87, EXIT 42/SR-11",Champlain,NY,300,3.799
67296,LOVES TRAVEL STOP #340,"I-15, EXIT 64 & US-93",Las Vegas,NV,910,3.689
67297,BAR-B,I-20 EXIT 370 & FM-919,Gordon                                  ,TX,637,2.93233333
67298,SPEEDWAY #5360,US-42,London,OH,315,3.099
67302,KUM & GO #0187,"I-90, EXIT 87",Sherburn,MN,440,3.18733333
67303,KUM & GO #0615,"I-29, EXIT 15",Elk Point,SD,527,3.07233333
67304,JACKRABBIT JUNCTION,"SR-60, EXIT 51 & CR-A22",Sibley                                  ,IA,521,3.26566666
67305,RELAY STATION,"I-20, EXIT 3",Bethany,LA,745,3.12233333
67306,150 QUICK STOP,US-150/SR-605,Bardstown,KY,415,3.17233333
67307,CMS FUELING CENTER,I-69 EXIT 153 AT MILE 153,Lapeer                                  ,MI,342,3.899
67308,FUEL STAR,SR-48,New Orleans,LA,619,3.279
67311,HOLIDAY STATIONSTORE #2746409,US-53 & CR-13,Duluth,MN,334,3.499
67312,RHODES 101 STOP #790,"I-55, EXIT 91",Scott City                              ,MO,275,3.424
67313,Majors 660 Diboll Truck Plaza,US-59,Diboll                                  ,TX,610,2.83233333
67316,LOVES TRAVEL STOP #302,US-287 & US-412,Boise City,OK,585,3.40233333
67321,LOVES TRAVEL STOP #388,"I-55, EXIT 246 & SR-35",Batesville,MS,655,3.46066666
67322,LOVES TRAVEL STOP #398,"US-78, EXIT 81 & SR-178",Tupelo,MS,435,3.88233333
67323,PUMP & PANTRY #13,US-281/SR-92,Saint Paul,NE,330,3.30733333
67325,LOVES TRAVEL STOP #225,"I-65, EXIT 93 & US-84",Evergreen,AL,720,3.339
67327,FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,80,4.7314019
67327,FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,80,4.51093964
67327,FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,80,4.51858925
67327,FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,80,4.73244636
67327,FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,80,4.7303579
67327,FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,80,4.74116815
67328,FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,50,4.7303579
67328,FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,50,4.74116815
67328,FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,50,4.74186729
67328,FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,50,4.73383969
67328,FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,50,4.73244636
67328,FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,50,4.7314019
67329,LOVES TRAVEL STOP #387,"I-85, EXIT 4",Fair Play,SC,16,3.21233333
67331,LOVES TRAVEL STOP #227,"I-20 /I-59, EXIT 100 & SR-216",Mc Calla,AL,615,3.159
67333,PILOT #880,"I-84, EXIT 1",Montague,NJ,105,3.999
67334,KWIK TRIP #338,US-51,Plover,WI,395,3.299
67335,TOP STOP MARKET,"I-24, EXIT 111",Manchester,TN,285,3.01566666
67336,LOVES TRAVEL STOPS #342,"I-37, EXIT 72 & US-281",Three Rivers,TX,740,3.089
67336,LOVES TRAVEL STOP #342,"I-37, EXIT 72 & US-281",Three Rivers,TX,740,3.169
67337,KWIK TRIP #422,"I-94, EXIT 322",Oak Creek,WI,444,3.744
67338,HUTCH'S #114,US-81,Enid,OK,337,2.999
67340,MCCLURE,I-74 EXIT  34,Crawfordsville                          ,IN,375,3.61566666
67341,CASEYS #3898,"US-151, EXIT 49 & CR-E34",Anamosa,IA,380,3.359
67342,One9 #1414,"I-81, EXIT 128",Elliston,VA,185,3.24233333
67343,EAGLE EXPRESS,US-41,Peshtigo,WI,360,3.399
67344,DODGE CITY SHELL,"I-65, EXIT 299",Hanceville,AL,615,3.95233333
67345,STEELE SERVICE STATION,"I-59, EXIT 174",Steele,AL,587,3.889
67348,LOVES TRAVEL STOP #389,I-90 EXIT 241,Conneaut,OH,305,3.849
67350,DE PERE SUPER STORE,US-41,De Pere,WI,360,3.25566666
67356,PRIDE CONVENIENCE STORE,"I-91, EXIT 8 & US-20",Springfield,MA,100,3.559
67357,LOVES TRAVEL STOP #353,"I-29, EXIT 62",Fargo,ND,341,3.52566666
67358,KWIK TRIP #453,SR-35/SR-65,River Falls,WI,451,3.44733333
67359,SAGE HILL TRAVEL CENTER,"I-15, EXIT 89 & US-91",Blackfoot                               ,ID,825,3.569
67360,BP,"I-95/SR-405, EXIT 49 & SR-251",Darien                                  ,GA,195,3.539
67361,SUMNER TRUCK STOP,SR-167,Sumner,WA,977,4.299
67362,TA Glenrio,"I-40, Exit 369 & SR-392",San Jon,NM,585,3.899
67364,KWIK TRIP #373,"I-94, EXIT 295",Waukesha,WI,444,3.45733333
67365,KWIK TRIP #491,US-151,Manitowoc,WI,582,3.38233333
67366,KWIK TRIP #499,"I-43, EXIT 57",New Berlin,WI,444,3.49066666
67367,KWIK TRIP #757,US-14/US-61/SR-27,Viroqua,WI,515,3.359
67368,KWIK TRIP #653,"I-39, EXIT 87 & US-51/SR-16",Portage,WI,420,3.274
67369,KENOSHA TRAVEL PLAZA,"I-94, EXIT 340/US-41 & SR-142",Kenosha,WI,444,3.719
67370,CIRCLE M #43,US-441/US-23/SR-15,Rabun Gap                               ,GA,30,3.549
67371,PARAMOUNT TRAVEL PLAZA,"I-30, EXIT 46 & SR-19",Prescott,AR,635,3.379
67380,MILLERS TRAVEL CENTER,"I-80, EXIT 1",Wendover,UT,835,3.599
67381,ENMARKET #875,US-78 & US-21,Branchville,SC,195,3.26566666
67382,CORNER PANTRY TRAVEL PLAZA,SR-79 & SR-40,Hermosa,SD,506,3.299
67383,FRIENDSHIP FOOD MART #96,SR-101/SR- 2,Sandusky,OH,550,3.529
67389,COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,300,4.7303579
67389,COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,300,4.73244636
67389,COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,300,4.7314019
67389,COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,300,4.73383969
67389,COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,300,4.74116815
67389,COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,300,4.74186729
67391,SHOEMAKERS SHELL TRAVEL CENTER,I-80 EXIT 395 AT MILE 395,Lincoln,NE,413,3.349
67393,LOVES TRAVEL STOP #280,"I-10, EXIT 114",Buckeye,AZ,930,3.569
67394,Circle K #2745133,US-23 & SR-38,Waycross,GA,75,3.399
67395,KUM & GO #0267,"I-80, EXIT 267 & SR 38",Tipton,IA,380,2.98233333
67396,Q C MART,US-61 & CR-E63,Welton,IA,270,3.699
67397,EXPRESS LANE #51,I-80 EXIT 93 ROUTE 71,Ottawa                                  ,IL,290,3.899
67397,EXPRESS LANE #51,I-80 EXIT 93 ROUTE 71,Ottawa                                  ,IL,290,3.599
67398,CASEYS #3998,SR-13 & HWY-C,Lowry City                              ,MO,400,3.249
67400,SPEEDWAY #3547,I-75 & 696,Lima,OH,411,3.499
67401,QUIKTRIP #973,"I-45, EXIT 272",Hutchins,TX,630,2.88233333
67402,TA EXPRESS HOT SPRINGS,US-395/US-18 & SR-79,Hot Springs,SD,506,3.299
67404,Meskwaki Travel Plaza,HIGHWAY 30 E,Tama,IA,486,3.234
67405,ANTELOPE TRUCK STOP,"I-80, EXIT 386",Burns                                   ,WY,795,3.199
67406,GETGO #3701,"I-99, EXIT 23",East Freedom                            ,PA,14,4.099
67408,STOCKTON TRAVEL CENTER,US-20/SR-78,Stockton                                ,IL,520,3.599
67409,XTRA MART #7025,SR-146,Sutton,MA,175,3.649
67410,STRIPES #40532,US-83 & US-277,Carrizo Springs,TX,740,3.349
67411,LOVES TRAVEL STOP #226,"I-25, EXIT 104",Pueblo,CO,803,3.619
67414,PILOT TRAVEL CENTERS #590,"I-94, EXIT 100",Alexandria,MN,250,3.46566666
67416,CASEYS #4025,US-61/SR-92,Muscatine                               ,IA,380,3.299
67417,QUIKTRIP #444,"I-10 EXIT, 139",Phoenix,AZ,930,3.369
67418,KUM & GO #0080,"US-218/SR-27, EXIT 80 & SR-22",Riverside,IA,380,3.09733333
67419,LOVES TRAVEL STOP #359,"I-75, EXIT 283",Cartersville,GA,18,3.55566666
67420,LOVES TRAVEL STOP #369,I-40 EXIT 163 & SR-48,Dickson,TN,460,3.17566666
67421,LOVES TRAVEL STOP #375,US-79/SR-6 & FM-485,Hearne,TX,670,3.489
67422,KUM & GO #0137,"I-80, EXIT 237",Tiffin,IA,380,3.099
67423,FIRELAKE GRAND TRAVEL PLAZA,"I-40, EXIT 178 & SR-102",Shawnee,OK,483,2.899
67424,FLORIDA 595 TRUCK STOP,"I-595/SR-84, EXIT 9 & US-441",Fort Lauderdale,FL,64,3.769
67425,LITTLEFIELD EXPRESS #15,"US-67, EXIT 55 & SR-258",Bald Knob,AR,695,3.309
67426,Spearville Truck Stop,"I-56, 126 RD",Spearville                              ,KS,570,3.46566666
67427,CASEYS #2907,I-57 & I-62,Charleston,MO,275,3.044
67428,CONOCO,"I-95, EXIT 12",Carteret                                ,NJ,79,3.499
67429,7-ELEVEN #40396,"NJTP, EXIT 8A",Monroe Township,NJ,115,3.559
67431,SPARKYS ONE STOP #32,I-30 & CR 33,Carroll,IA,320,3.23233333
67432,PILOT TRAVEL CENTERS #471,US-27 & US-17,Haines City,FL,140,3.559
67432,PILOT TRAVEL CENTER #471,US-27 & US-17,Haines City,FL,140,3.569
67434,SHELL FOOD MART,"I-35, EXIT 54",Cameron,MO,400,2.99066666
67435,7 ELEVEN #40122,I-95 MM2,Newark,DE,160,3.459
67436,7-ELEVEN #40069,"I-81, EXIT 29",Shippensburg,PA,70,3.42233333
67437,CANDIA FIRST STOP,"SR-101, EXIT 3",Candia                                  ,NH,170,3.899
67438,LOVES TRAVEL STOP #363,"I-75, EXIT 358 & SR-326",Ocala,FL,225,3.353
67438,LOVES TRAVEL STOPS #363,"I-75, EXIT 358 & SR-326",Ocala,FL,225,3.329
67439,LOVES TRAVEL STOPS #380,US-287/SR-114,Rhome,TX,630,3.089
67439,LOVES TRAVEL STOP #380,US-287/SR-114,Rhome,TX,630,3.161
67440,PILOT TRAVEL CENTERS #503,"I-79, EXIT 146 & CR-77",Morgantown,WV,165,4.059
67442,PILOT #4598,I-75 EXIT 56,Niota,TN,285,3.599
67443,PILOT #4599,"I-24, EXIT 135",Monteagle,TN,285,3.33566666
67453,PETRO-CANADA,HWY 63 N,Fort Mcmurray                           ,AB,85,3.95368953
67453,PETRO-CANADA,HWY 63 N,Fort Mcmurray                           ,AB,85,3.90457465
67453,PETRO-CANADA,HWY 63 N,Fort Mcmurray                           ,AB,85,3.90399897
67453,PETRO-CANADA,HWY 63 N,Fort Mcmurray                           ,AB,85,3.81157149
67453,PETRO-CANADA,HWY 63 N,Fort Mcmurray                           ,AB,85,3.97950166
67453,PETRO-CANADA,HWY 63 N,Fort Mcmurray                           ,AB,85,3.8132543
67455,PETRO-CANADA,HWY 16 E,Lloydminster                            ,AB,80,3.95078155
67455,PETRO-CANADA,HWY 16 E,Lloydminster                            ,AB,80,3.95981025
67455,PETRO-CANADA,HWY 16 E,Lloydminster                            ,AB,80,3.95252583
67455,PETRO-CANADA,HWY 16 E,Lloydminster                            ,AB,80,3.96039416
67459,PETRO-CANADA,HWY 43,Valleyview                              ,AB,80,3.95078155
67459,PETRO-CANADA,HWY 43,Valleyview                              ,AB,80,3.67317193
67459,PETRO-CANADA,HWY 43,Valleyview                              ,AB,80,3.95981025
67459,PETRO-CANADA,HWY 43,Valleyview                              ,AB,80,3.67506448
67459,PETRO-CANADA,HWY 43,Valleyview                              ,AB,80,3.95252583
67459,PETRO-CANADA,HWY 43,Valleyview                              ,AB,80,3.96039416
67460,PETRO-CANADA,HWY 1,Abbotsford                              ,BC,800,4.22920168
67460,PETRO-CANADA,HWY 1,Abbotsford                              ,BC,800,4.23949171
67460,PETRO-CANADA,HWY 1,Abbotsford                              ,BC,800,4.09933844
67460,PETRO-CANADA,HWY 1,Abbotsford                              ,BC,800,4.23106887
67463,PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack                              ,BC,800,4.32322097
67463,PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack                              ,BC,800,4.25798323
67463,PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack                              ,BC,800,4.00941454
67463,PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack                              ,BC,800,4.3504892
67463,PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack                              ,BC,800,4.25704369
67463,PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack                              ,BC,800,4.31463179
67469,PETRO-CANADA,HWY 1 N,Brandon                                 ,MB,900,3.56361446
67469,PETRO-CANADA,HWY 1 N,Brandon                                 ,MB,900,3.73711612
67469,PETRO-CANADA,HWY 1 N,Brandon                                 ,MB,900,3.70020344
67469,PETRO-CANADA,HWY 1 N,Brandon                                 ,MB,900,3.72969139
67469,PETRO-CANADA,HWY 1 N,Brandon                                 ,MB,900,3.64532377
67469,PETRO-CANADA,HWY 1 N,Brandon                                 ,MB,900,3.73656513
67476,PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener                               ,ON,430,3.39394131
67476,PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener                               ,ON,430,3.39543974
67476,PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener                               ,ON,430,3.34071441
67476,PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener                               ,ON,430,3.33899404
67476,PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener                               ,ON,430,3.40169746
67476,PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener                               ,ON,430,3.43010883
67477,PETRO-CANADA,HWY 7 N,Brampton                                ,ON,720,3.44962533
67477,PETRO-CANADA,HWY 7 N,Brampton                                ,ON,720,3.64532377
67477,PETRO-CANADA,HWY 7 N,Brampton                                ,ON,720,3.48541438
67477,PETRO-CANADA,HWY 7 N,Brampton                                ,ON,720,3.67398278
67477,PETRO-CANADA,HWY 7 N,Brampton                                ,ON,720,3.70920637
67477,PETRO-CANADA,HWY 7 N,Brampton                                ,ON,720,3.39643942
67478,PETRO-CANADA,HWY 601 N,Dryden                                  ,ON,900,4.06394305
67478,PETRO-CANADA,HWY 601 N,Dryden                                  ,ON,900,3.98155204
67478,PETRO-CANADA,HWY 601 N,Dryden                                  ,ON,900,4.07143281
67478,PETRO-CANADA,HWY 601 N,Dryden                                  ,ON,900,4.0621496
67478,PETRO-CANADA,HWY 601 N,Dryden                                  ,ON,900,4.07203318
67478,PETRO-CANADA,HWY 601 N,Dryden                                  ,ON,900,3.97950166
67484,PETRO-CANADA,HWY 1 & HWY 207,Dugald                                  ,MB,900,3.56361446
67484,PETRO-CANADA,HWY 1 & HWY 207,Dugald                                  ,MB,900,3.73711612
67484,PETRO-CANADA,HWY 1 & HWY 207,Dugald                                  ,MB,900,3.56099338
67484,PETRO-CANADA,HWY 1 & HWY 207,Dugald                                  ,MB,900,3.5617793
67484,PETRO-CANADA,HWY 1 & HWY 207,Dugald                                  ,MB,900,3.72969139
67484,PETRO-CANADA,HWY 1 & HWY 207,Dugald                                  ,MB,900,3.73656513
67500,PETRO-CANADA,HWY 63,Fort Mcmurray                           ,AB,85,4.18305536
67500,PETRO-CANADA,HWY 63,Fort Mcmurray                           ,AB,85,4.06304613
67500,PETRO-CANADA,HWY 63,Fort Mcmurray                           ,AB,85,4.0621496
67500,PETRO-CANADA,HWY 63,Fort Mcmurray                           ,AB,85,3.90457465
67500,PETRO-CANADA,HWY 63,Fort Mcmurray                           ,AB,85,4.06394305
67500,PETRO-CANADA,HWY 63,Fort Mcmurray                           ,AB,85,3.98155204
67503,PETRO-CANADA,HWY-43,Grande Prairie                          ,AB,80,3.67317193
67503,PETRO-CANADA,HWY-43,Grande Prairie                          ,AB,80,3.93248441
67503,PETRO-CANADA,HWY-43,Grande Prairie                          ,AB,80,3.67506448
67503,PETRO-CANADA,HWY-43,Grande Prairie                          ,AB,80,3.87609333
67506,PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,50,4.01621367
67506,PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,50,4.07143281
67506,PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,50,3.87010202
67506,PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,50,3.86810903
67506,PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,50,4.00823444
67506,PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,50,3.86725552
67508,PETRO-CANADA,HWY-15 ,Fort Saskatchewan                       ,AB,80,3.72804545
67508,PETRO-CANADA,HWY-15 ,Fort Saskatchewan                       ,AB,80,3.56361446
67508,PETRO-CANADA,HWY-15 ,Fort Saskatchewan                       ,AB,80,3.93248441
67508,PETRO-CANADA,HWY-15 ,Fort Saskatchewan                       ,AB,80,3.95981025
67508,PETRO-CANADA,HWY-15 ,Fort Saskatchewan                       ,AB,80,3.86810903
67508,PETRO-CANADA,HWY-15 ,Fort Saskatchewan                       ,AB,80,3.92467152
67540,PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel                                 ,BC,850,4.59114784
67540,PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel                                 ,BC,850,4.45521463
67540,PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel                                 ,BC,850,4.60231851
67540,PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel                                 ,BC,850,4.45292033
67540,PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel                                 ,BC,850,4.59317483
67540,PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel                                 ,BC,850,4.60163996
67543,PETRO-CANADA,HWY 97,Fort St John,BC,850,4.64888344
67543,PETRO-CANADA,HWY 97,Fort St John,BC,850,4.23231459
67543,PETRO-CANADA,HWY 97,Fort St John,BC,850,4.43420612
67543,PETRO-CANADA,HWY 97,Fort St John,BC,850,4.23013507
67543,PETRO-CANADA,HWY 97,Fort St John,BC,850,4.22920168
67543,PETRO-CANADA,HWY 97,Fort St John,BC,850,4.35113072
67550,PETRO-CANADA,QEW EXIT 88/89,Hamilton                                ,ON,430,3.65338686
67550,PETRO-CANADA,QEW EXIT 88/89,Hamilton                                ,ON,430,3.61747561
67550,PETRO-CANADA,QEW EXIT 88/89,Hamilton                                ,ON,430,3.65284821
67550,PETRO-CANADA,QEW EXIT 88/89,Hamilton                                ,ON,430,3.61933947
67550,PETRO-CANADA,QEW EXIT 88/89,Hamilton                                ,ON,430,3.64612848
67550,PETRO-CANADA,QEW EXIT 88/89,Hamilton                                ,ON,430,3.58883539
67556,PETRO-CANADA,"HWY 401, EXIT 611",Kingston                                ,ON,410,3.7575457
67556,PETRO-CANADA,"HWY 401, EXIT 611",Kingston                                ,ON,410,3.7567164
67556,PETRO-CANADA,"HWY 401, EXIT 611",Kingston                                ,ON,410,3.82028205
67556,PETRO-CANADA,"HWY 401, EXIT 611",Kingston                                ,ON,410,3.75588747
